Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
82608-22018,WR,Mohamed,Mohamed Sanu Sr.,Sanu Sr.,3.1500000953674316,8,4500,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-86543,WR,Erik,Erik Ezukanma,Ezukanma,,,4500,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-69150,WR,Jordan,Jordan Veasy,Veasy,0,1,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-96798,RB,Josh,Josh Johnson,Johnson,,,4500,SEA@ARI,SEA,ARI,Q,Undisclosed,,,,RB/FLEX
82608-54817,WR,Diontae,Diontae Spencer,Spencer,-0.25333333015441895,15,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-60977,RB,Ty'Son,Ty'Son Williams,Williams,5.342857360839844,7,4500,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-63025,RB,Nathan,Nathan Cottrell,Cottrell,0.30000001192092896,1,4500,LV@JAC,JAC,LV,Q,Undisclosed,,,,RB/FLEX
82608-128566,WR,Kameron,Kameron Brown,Brown,,,4500,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-71228,WR,Marquez,Marquez Stevenson,Stevenson,0,5,4500,BUF@NYJ,BUF,NYJ,IR,Foot,,,,WR/FLEX
82608-89663,WR,Danny,Danny Davis,Davis,,,4500,GB@DET,GB,DET,Q,Ankle,,,,WR/FLEX
82608-128574,RB,Shermari,Shermari Jones,Jones,,,4500,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
82608-87617,WR,Sage,Sage Surratt,Surratt,,,4500,LAC@ATL,LAC,ATL,Q,Undisclosed,,,,WR/FLEX
82608-93767,WR,Calvin,Calvin Jackson Jr.,Jackson Jr.,,,4500,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-150090,WR,Cade,Cade Johnson,Johnson,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-104012,WR,Ashton,Ashton Dulin,Dulin,4.6200000762939455,5,4500,IND@NE,IND,NE,IR,Foot,,,,WR/FLEX
82608-69205,WR,Trevon,Trevon Bradford,Bradford,,,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-104025,RB,John,John Lovett,Lovett,,,4500,MIA@CHI,MIA,CHI,IR,Undisclosed,,,,RB/FLEX
82608-87649,WR,Jaquarii,Jaquarii Roberson,Roberson,,,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-87657,WR,Seth,Seth Williams,Williams,3.9000000953674316,1,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-104041,WR,Myron,Myron Mitchell,Mitchell,,,4500,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-86635,WR,Charleston,Charleston Rambo,Rambo,,,4500,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-86634,RB,TJ,TJ Pledger,Pledger,,,4500,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-88685,WR,Austin,Austin Trammell,Trammell,,,4500,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-104054,RB,Sincere,Sincere McCormick,McCormick,,,4500,LV@JAC,LV,JAC,IR,Undisclosed,,,,RB/FLEX
82608-88699,RB,Jaret,Jaret Patterson,Patterson,3.6357143947056363,14,4500,MIN@WAS,WAS,MIN,,,,,,RB/FLEX
82608-93824,WR,Easop,Easop Winston,Winston,0.3333333333333333,3,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-88707,RB,Kevin,Kevin Marks Jr.,Marks Jr.,,,4500,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-55941,RB,Patrick,Patrick Laird,Laird,1.1999999682108562,3,4500,LAR@TB,TB,LAR,,,,,,RB/FLEX
82608-85636,WR,Josh,Josh Johnson,Johnson,,,4500,GB@DET,DET,GB,,,,,,WR/FLEX
82608-91783,WR,Warren,Warren Jackson,Jackson,,,4500,LAR@TB,LAR,TB,Q,Undisclosed,,,,WR/FLEX
82608-61072,WR,Stanley,Stanley Morgan,Morgan,0,1,4500,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-103064,RB,Breece,Breece Hall,Hall,15.085714067731585,7,4500,BUF@NYJ,NYJ,BUF,IR,Knee - acl,,,,RB/FLEX
82608-29357,RB,Kenjon,Kenjon Barner,Barner,0,3,4500,LAR@TB,TB,LAR,Q,Undisclosed,,,,RB/FLEX
82608-96942,WR,Keelan,Keelan Doss,Doss,,,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-7856,WR,Matthew,Matthew Slater,Slater,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-69296,WR,Corey,Corey Sutton,Sutton,,,4500,GB@DET,DET,GB,,,,,,WR/FLEX
82608-87731,WR,Dominique,Dominique Robinson,Robinson,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-72370,RB,J.J.,J.J. Taylor,Taylor,3.3,5,4500,IND@NE,NE,IND,,,,,,RB/FLEX
82608-69303,WR,Freddie,Freddie Swain,Swain,4.352941176470588,17,4500,MIA@CHI,MIA,CHI,O,Undisclosed,,,,WR/FLEX
82608-85687,WR,Jontre,Jontre Kirklin,Kirklin,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-71355,RB,Elijah,Elijah Holyfield,Holyfield,,,4500,CAR@CIN,CIN,CAR,IR,Knee,,,,RB/FLEX
82608-92859,WR,Jalen,Jalen Nailor,Nailor,1.7999999523162842,1,4500,MIN@WAS,MIN,WAS,O,Illness,,,,WR/FLEX
82608-71359,WR,Javon,Javon Wims,Wims,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-69310,WR,Josh,Josh Hammond,Hammond,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-72382,RB,Gabe,Gabe Nabers,Nabers,0.8,5,4500,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-139971,WR,Jerreth,Jerreth Sterns,Sterns,,,4500,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-71367,RB,La'Mical,La'Mical Perine,Perine,1.5499999523162842,2,4500,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
82608-25290,RB,Giovani,Giovani Bernard,Bernard,0,1,4500,LAR@TB,TB,LAR,IR,Ankle,,,,RB/FLEX
82608-53967,RB,Nick,Nick Bawden,Bawden,2.5,1,4500,BUF@NYJ,NYJ,BUF,IR,Undisclosed,,,,RB/FLEX
82608-81616,WR,Rashard,Rashard Davis,Davis,,,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-71382,WR,Osirus,Osirus Mitchell,Mitchell,,,4500,GB@DET,GB,DET,Q,Quadriceps,,,,WR/FLEX
82608-94936,RB,Larry,Larry Rountree III,Rountree III,1.677777820163303,9,4500,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-64222,RB,Jordan,Jordan Glasgow,Glasgow,,,4500,IND@NE,IND,NE,Q,Undisclosed,,,,RB/FLEX
82608-69343,WR,Landen,Landen Akers,Akers,,,4500,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-45791,WR,Rashard,Rashard Higgins,Higgins,3.7916666666666665,12,4500,CAR@CIN,CAR,CIN,O,Illness,,,,WR/FLEX
82608-63201,RB,Xavier,Xavier Jones,Jones,,,4500,LAR@TB,LAR,TB,Q,Achilles,,,,RB/FLEX
82608-56041,RB,Khari,Khari Blasingame,Blasingame,0,4,4500,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
82608-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,4500,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-64242,WR,Keke,Keke Coutee,Coutee,0,3,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-91897,WR,Ethan,Ethan Fernea,Fernea,,,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-86780,RB,Salvon,Salvon Ahmed,Ahmed,0.20000000298023224,1,4500,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
82608-94975,WR,Stephon,Stephon Robinson Jr.,Robinson Jr.,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-61200,WR,Jaylinn,Jaylinn Hawkins,Hawkins,6,1,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-94993,RB,Pooka,Pooka Williams Jr.,Williams Jr.,0,1,4500,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
82608-111377,RB,De'Montre,De'Montre Tuggle,Tuggle,,,4500,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
82608-40726,RB,Godwin,Godwin Igwebuike,Igwebuike,1.792307633620042,13,4500,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-71459,RB,Brittain,Brittain Brown,Brown,,,4500,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,,,4500,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-31524,WR,Cody,Cody Core,Core,,,4500,MIA@CHI,MIA,CHI,Q,Undisclosed,,,,WR/FLEX
82608-82731,WR,Brandon,Brandon Zylstra,Zylstra,4.444444444444445,9,4500,GB@DET,DET,GB,,,,,,WR/FLEX
82608-72493,WR,Trishton,Trishton Jackson,Jackson,,,4500,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-71477,WR,Maurice,Maurice Ffrench,Ffrench,0.30000001192092896,1,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-40758,RB,Corey,Corey Clement,Clement,3.6999999455043246,7,4500,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-41806,WR,Laquon,Laquon Treadwell,Treadwell,5.491666793823242,12,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,,4500,CAR@CIN,CAR,CIN,IR,Thigh,,,,WR/FLEX
82608-88915,RB,Bryant,Bryant Koback,Koback,,,4500,MIN@WAS,MIN,WAS,,,,,,RB/FLEX
82608-103252,RB,Zonovan,Zonovan Knight,Knight,,,4500,BUF@NYJ,NYJ,BUF,,,,,,RB/FLEX
82608-93016,RB,B.J.,B.J. Baylor,Baylor,,,4500,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
82608-26458,WR,Tavon,Tavon Austin,Austin,3.2833334604899087,12,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-71519,WR,Dillon,Dillon Stoner,Stoner,,,4500,LV@JAC,LV,JAC,O,Undisclosed,,,,WR/FLEX
82608-93023,RB,Jermar,Jermar Jefferson,Jefferson,5.925000190734863,4,4500,GB@DET,DET,GB,,,,,,RB/FLEX
82608-104289,WR,Malik,Malik Taylor,Taylor,0.0800000011920929,5,4500,GB@DET,GB,DET,Q,Undisclosed,,,,WR/FLEX
82608-70501,RB,C.J.,C.J. Ham,Ham,0.9750000238418579,4,4500,MIN@WAS,MIN,WAS,,,,,,RB/FLEX
82608-169834,WR,Dareke,Dareke Young,Young,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-57208,WR,KeeSean,KeeSean Johnson,Johnson,,,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-70531,WR,Jack,Jack Sorenson,Sorenson,,,4500,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-91012,RB,Greg,Greg Bell,Bell,,,4500,GB@DET,DET,GB,IR,Hamstring,,,,RB/FLEX
82608-73616,WR,Willie,Willie Johnson,Johnson,,,4500,LV@JAC,JAC,LV,IR,Undisclosed,,,,WR/FLEX
82608-64403,WR,Irvin,Irvin Charles,Charles,,,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-141201,WR,Raleigh,Raleigh Webb,Webb,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-64405,WR,Dan,Dan Chisena,Chisena,,,4500,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-63387,WR,Jayson,Jayson Stanley,Stanley,,,4500,MIA@CHI,CHI,MIA,Q,Knee,,,,WR/FLEX
82608-169890,WR,LuJuan,LuJuan Winningham,Winningham,,,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-88995,WR,Reggie,Reggie Roberson Jr.,Roberson Jr.,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-169898,WR,Jequez,Jequez Ezzard,Ezzard,,,4500,MIN@WAS,WAS,MIN,Q,Undisclosed,,,,WR/FLEX
82608-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-169900,WR,Jared,Jared Bernhardt,Bernhardt,,,4500,LAC@ATL,ATL,LAC,IR,Groin,,,,WR/FLEX
82608-169901,WR,Tyshaun,Tyshaun James,James,,,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-55224,RB,Reggie,Reggie Bonnafon,Bonnafon,2.5999999046325684,1,4500,MIN@WAS,WAS,MIN,,,,,,RB/FLEX
82608-85944,WR,Kyric,Kyric McGowan,McGowan,,,4500,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-103352,RB,Christian,Christian Wade,Wade,,,4500,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
82608-71613,WR,Demetris,Demetris Robertson,Robertson,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-43973,RB,Keith,Keith Smith,Smith,0.75,2,4500,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
82608-138189,WR,Changa,Changa Hodge,Hodge,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-88016,WR,Ryan,Ryan McDaniel,McDaniel,,,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-169937,WR,Lance,Lance McCutcheon,McCutcheon,,,4500,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-91101,TE,Tommy,Tommy Tremble,Tremble,3.133333206176758,6,4500,CAR@CIN,CAR,CIN,,,,,,TE/FLEX
82608-56289,RB,Jason,Jason Cabinda,Cabinda,1.6999999455043249,7,4500,GB@DET,DET,GB,NA,Ankle,,,,RB/FLEX
82608-41954,WR,Victor,Victor Bolden Jr.,Bolden Jr.,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-94185,WR,Kevin,Kevin Shaa,Shaa,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-71661,WR,Tino,Tino Ellis,Ellis,,,4500,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-14319,RB,Taiwan,Taiwan Jones,Jones,0,1,4500,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
82608-71662,WR,DJ,DJ Turner,Turner,1,2,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-104433,RB,Kyren,Kyren Williams,Williams,,,4500,LAR@TB,LAR,TB,IR,Ankle,,,,RB/FLEX
82608-86007,WR,Tre,Tre Turner,Turner,,,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-88056,WR,Stanley,Stanley Berryhill,Berryhill,,,4500,GB@DET,DET,GB,,,,,,WR/FLEX
82608-96250,WR,DeVonte,DeVonte Dedmon,Dedmon,,,4500,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-42046,TE,Durham,Durham Smythe,Smythe,3.5250000953674316,4,4400,MIA@CHI,MIA,CHI,,,,,,TE/FLEX
82608-72863,TE,Armani,Armani Rogers,Rogers,2.9666665395100913,3,4400,MIN@WAS,WAS,MIN,,,,,,TE/FLEX
82608-12528,D,Cincinnati,Cincinnati Bengals,Bengals,5.75,8,4400,CAR@CIN,CIN,CAR,,,,,,DEF
82608-71143,TE,Kylen,Kylen Granson,Granson,3.450000047683716,8,4400,IND@NE,IND,NE,,,,,,TE/FLEX
82608-31207,TE,C.J.,C.J. Uzomah,Uzomah,2.0200000762939454,5,4400,BUF@NYJ,NYJ,BUF,,,,,,TE/FLEX
82608-89588,TE,Colby,Colby Parkinson,Parkinson,4.483333269755046,6,4400,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-91046,TE,Brock,Brock Wright,Wright,3.933333396911621,3,4400,GB@DET,DET,GB,Q,Concussion,,,,TE/FLEX
82608-104421,TE,Jesper,Jesper Horsted,Horsted,1.7000000476837158,2,4400,LV@JAC,LV,JAC,,,,,,TE/FLEX
82608-48116,TE,Jonnu,Jonnu Smith,Smith,3.2999998728434243,6,4400,IND@NE,NE,IND,,,,,,TE/FLEX
82608-72705,TE,John,John Bates,Bates,2.1499999364217124,6,4300,MIN@WAS,WAS,MIN,,,,,,TE/FLEX
82608-90123,TE,Quintin,Quintin Morris,Morris,1.9249999523162842,4,4300,BUF@NYJ,BUF,NYJ,,,,,,TE/FLEX
82608-58499,TE,Parker,Parker Hesse,Hesse,1.5,5,4300,LAC@ATL,ATL,LAC,,,,,,TE/FLEX
82608-12538,D,Los Angeles,Los Angeles Rams,Rams,6.142857142857143,7,4300,LAR@TB,LAR,TB,,,,,,DEF
82608-18009,TE,Chris,Chris Manhertz,Manhertz,1.1333333651224773,3,4300,LV@JAC,JAC,LV,,,,,,TE/FLEX
82608-61112,TE,Josiah,Josiah Deguara,Deguara,1.9,5,4300,GB@DET,GB,DET,,,,,,TE/FLEX
82608-72515,TE,Ian,Ian Thomas,Thomas,2.25,8,4300,CAR@CIN,CAR,CIN,,,,,,TE/FLEX
82608-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,3.4000000953674316,2,4300,LAC@ATL,LAC,ATL,IR,Hamstring,,,,TE/FLEX
82608-14237,TE,Kyle,Kyle Rudolph,Rudolph,0.75,4,4300,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-69655,TE,Stephen,Stephen Sullivan,Sullivan,1.8666666348775227,3,4200,CAR@CIN,CAR,CIN,O,Illness,,,,TE/FLEX
82608-62505,TE,MyCole,MyCole Pruitt,Pruitt,6.699999809265137,1,4200,LAC@ATL,ATL,LAC,,,,,,TE/FLEX
82608-70705,TE,Trevon,Trevon Wesco,Wesco,2.799999952316284,1,4200,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-68714,TE,Ko,Ko Kieft,Kieft,2.0333333015441895,3,4200,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-94345,TE,Cole,Cole Turner,Turner,1.099999984105428,3,4200,MIN@WAS,WAS,MIN,,,,,,TE/FLEX
82608-89283,TE,Tre',Tre' McKitty,McKitty,1.2000000476837158,4,4200,LAC@ATL,LAC,ATL,,,,,,TE/FLEX
82608-12535,D,Indianapolis,Indianapolis Colts,Colts,6,8,4200,IND@NE,IND,NE,,,,,,DEF
82608-6672,TE,Marcedes,Marcedes Lewis,Lewis,6.699999809265137,1,4200,GB@DET,GB,DET,,,,,,TE/FLEX
82608-55895,TE,Kendall,Kendall Blanton,Blanton,2.25,2,4200,LAR@TB,LAR,TB,,,,,,TE/FLEX
82608-91750,TE,Trey,Trey McBride,McBride,1.9500000476837158,2,4200,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
82608-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,1.5399999618530273,5,4200,CAR@CIN,CIN,CAR,,,,,,TE/FLEX
82608-80546,TE,Dan,Dan Arnold,Arnold,2.220000076293945,5,4200,LV@JAC,JAC,LV,,,,,,TE/FLEX
82608-65477,TE,Giovanni,Giovanni Ricci,Ricci,2.7666667302449546,3,4200,CAR@CIN,CAR,CIN,,,,,,TE/FLEX
82608-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,5.485714503696987,7,4100,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-63697,TE,Brycen,Brycen Hopkins,Hopkins,4.050000190734863,2,4100,LAR@TB,LAR,TB,,,,,,TE/FLEX
82608-130286,TE,Ben,Ben Ellefson,Ellefson,2.049999952316284,2,4100,MIN@WAS,MIN,WAS,IR,Groin,,,,TE/FLEX
82608-12533,D,Green Bay,Green Bay Packers,Packers,6,8,4100,GB@DET,GB,DET,,,,,,DEF
82608-12550,D,Seattle,Seattle Seahawks,Seahawks,8.5,8,4100,SEA@ARI,SEA,ARI,,,,,,DEF
82608-34073,TE,Ryan,Ryan Griffin,Griffin,0.7800000190734864,5,4100,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-149832,TE,Shane,Shane Zylstra,Zylstra,2.450000047683716,2,4100,GB@DET,DET,GB,,,,,,TE/FLEX
82608-56711,TE,Drew,Drew Sample,Sample,0.4000000059604645,2,4100,CAR@CIN,CIN,CAR,IR,Knee - mcl,,,,TE/FLEX
82608-80294,TE,Anthony,Anthony Firkser,Firkser,1.8000000317891438,3,4100,LAC@ATL,ATL,LAC,,,,,,TE/FLEX
82608-28080,TE,Devin,Devin Funchess,Funchess,,,4100,GB@DET,DET,GB,,,,,,TE/FLEX
82608-73176,TE,Luke,Luke Farrell,Farrell,1.600000023841858,1,4100,LV@JAC,JAC,LV,,,,,,TE/FLEX
82608-29277,TE,Stephen,Stephen Anderson,Anderson,0.699999988079071,1,4100,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
82608-29314,TE,Richard,Richard Rodgers,Rodgers,0,1,4100,LAC@ATL,LAC,ATL,,,,,,TE/FLEX
82608-47788,TE,Deon,Deon Yelder,Yelder,0.5,1,4100,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
82608-61172,TE,Tyler,Tyler Davis,Davis,1.149999976158142,4,4100,GB@DET,GB,DET,,,,,,TE/FLEX
82608-54007,TE,Jacob,Jacob Hollister,Hollister,2.6666666666666665,6,4100,MIN@WAS,MIN,WAS,,,,,,TE/FLEX
82608-93075,TE,Hunter,Hunter Long,Long,0.4333333174387614,3,4100,MIA@CHI,MIA,CHI,,,,,,TE/FLEX
82608-56212,TE,Tommy,Tommy Sweeney,Sweeney,1.2000000476837158,1,4100,BUF@NYJ,BUF,NYJ,,,,,,TE/FLEX
82608-71697,TE,Shaun,Shaun Beyer,Beyer,,,4000,GB@DET,GB,DET,,,,,,TE/FLEX
82608-69676,TE,Jamal,Jamal Pettigrew,Pettigrew,,,4000,LAR@TB,LAR,TB,,,,,,TE/FLEX
82608-59455,TE,Sammis,Sammis Reyes,Reyes,,,4000,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-30787,TE,Alex,Alex Ellis,Ellis,,,4000,SEA@ARI,ARI,SEA,Q,Undisclosed,,,,TE/FLEX
82608-65607,TE,Jacob,Jacob Harris,Harris,,,4000,LAR@TB,LAR,TB,,,,,,TE/FLEX
82608-165962,TE,Nikola,Nikola Kalinic,Kalinic,,,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-79967,TE,Adam,Adam Shaheen,Shaheen,2.4285714285714284,7,4000,MIA@CHI,MIA,CHI,IR,Knee,,,,TE/FLEX
82608-46177,TE,David,David Wells,Wells,,,4000,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-93343,TE,Roger,Roger Carter Jr.,Carter Jr.,,,4000,LAR@TB,LAR,TB,,,,,,TE/FLEX
82608-9409,TE,Clark,Clark Harris,Harris,,,4000,CAR@CIN,CIN,CAR,IR,Biceps,,,,TE/FLEX
82608-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,,,4000,CAR@CIN,CAR,CIN,,,,,,TE/FLEX
82608-170191,TE,Ben,Ben Beise,Beise,,,4000,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-149708,TE,Zach,Zach Davidson,Davidson,,,4000,BUF@NYJ,BUF,NYJ,,,,,,TE/FLEX
82608-170188,TE,Tanner,Tanner Conner,Conner,0,2,4000,MIA@CHI,MIA,CHI,Q,Knee,,,,TE/FLEX
82608-149727,TE,Bernhard,Bernhard Seikovits,Seikovits,,,4000,SEA@ARI,ARI,SEA,,,,,,TE/FLEX
82608-64762,TE,Nakia,Nakia Griffin-Stewart,Griffin-Stewart,,,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-61693,TE,Danny,Danny Pinter,Pinter,6.699999809265137,1,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-97537,TE,Naz,Naz Bohannon,Bohannon,,,4000,LV@JAC,JAC,LV,,,,,,TE/FLEX
82608-12546,D,Arizona,Arizona Cardinals,Cardinals,7.875,8,4000,SEA@ARI,ARI,SEA,,,,,,DEF
82608-170282,TE,JJ,JJ Howland,Howland,,,4000,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-55609,TE,Ryan,Ryan Izzo,Izzo,,,4000,CAR@CIN,CAR,CIN,,,,,,TE/FLEX
82608-64833,TE,Alize,Alize Mack,Mack,,,4000,GB@DET,GB,DET,Q,Undisclosed,,,,TE/FLEX
82608-91467,TE,Jake,Jake Tonges,Tonges,0,1,4000,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-86359,TE,Jared,Jared Scott,Scott,,,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-63839,TE,Tyler,Tyler Mabry,Mabry,,,4000,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-90483,TE,Bernhard,Bernhard Raimann,Raimann,,,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-92530,TE,Cade,Cade Brewer,Brewer,,,4000,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-73089,TE,Devin,Devin Asiasi,Asiasi,0,2,4000,CAR@CIN,CIN,CAR,,,,,,TE/FLEX
82608-71048,TE,Thaddeus,Thaddeus Moss,Moss,,,4000,CAR@CIN,CIN,CAR,,,,,,TE/FLEX
82608-71058,TE,Grayson,Grayson Gunter,Gunter,,,4000,LV@JAC,JAC,LV,,,,,,TE/FLEX
82608-70043,TE,Cole,Cole Fotheringham,Fotheringham,,,4000,LV@JAC,LV,JAC,,,,,,TE/FLEX
82608-45472,TE,Garrett,Garrett Griffin,Griffin,2.950000047683716,2,4000,GB@DET,DET,GB,,,,,,TE/FLEX
82608-72110,TE,John,John Mitchell,Mitchell,,,4000,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-114112,TE,Jalen,Jalen Wydermyer,Wydermyer,,,4000,IND@NE,IND,NE,,,,,,TE/FLEX
82608-73161,TE,Chase,Chase Allen,Allen,,,4000,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-73172,TE,Jake,Jake Hausmann,Hausmann,,,4000,MIN@WAS,WAS,MIN,,,,,,TE/FLEX
82608-54746,TE,Tyler,Tyler Ott,Ott,,,4000,SEA@ARI,SEA,ARI,IR,Shoulder,,,,TE/FLEX
82608-91618,TE,John,John FitzPatrick,FitzPatrick,,,4000,LAC@ATL,ATL,LAC,IR,Undisclosed,,,,TE/FLEX
82608-89586,TE,Tucker,Tucker Fisk,Fisk,,,4000,LAC@ATL,ATL,LAC,,,,,,TE/FLEX
82608-62981,TE,Eli,Eli Wolf,Wolf,,,4000,MIN@WAS,WAS,MIN,IR,Undisclosed,,,,TE/FLEX
82608-64023,TE,Kyle,Kyle Markway,Markway,,,4000,LAR@TB,LAR,TB,Q,Undisclosed,,,,TE/FLEX
82608-103966,TE,Stone,Stone Smartt,Smartt,,,4000,LAC@ATL,LAC,ATL,IR,Undisclosed,,,,TE/FLEX
82608-14895,TE,Patrick,Patrick Scales,Scales,,,4000,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-69173,TE,Hunter,Hunter Kampmoyer,Kampmoyer,,,4000,LAC@ATL,LAC,ATL,,,,,,TE/FLEX
82608-72246,TE,Nolan,Nolan Givan,Givan,,,4000,GB@DET,DET,GB,,,,,,TE/FLEX
82608-60984,TE,Jake,Jake Bargas,Bargas,,,4000,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
