Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
82608-52345,WR,Brandon,Brandon Powell,Powell,1.6714285441807337,7,5000,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-24755,WR,Jamison,Jamison Crowder,Crowder,2.25,4,5000,BUF@NYJ,BUF,NYJ,IR,Ankle,,,,WR/FLEX
82608-12526,D,Buffalo,Buffalo Bills,Bills,10.714285714285714,7,5000,BUF@NYJ,BUF,NYJ,,,,,,DEF
82608-80289,WR,Kendrick,Kendrick Bourne,Bourne,3.2142857142857144,7,5000,IND@NE,NE,IND,,,,,,WR/FLEX
82608-80353,TE,Robert,Robert Tonyan,Tonyan,6.512499809265137,8,5000,GB@DET,GB,DET,,,,,,TE/FLEX
82608-88575,WR,Elijah,Elijah Moore,Moore,4.649999936421712,6,5000,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-91677,WR,Shi,Shi Smith,Smith,1.8125,8,5000,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-86687,WR,Marquise,Marquise Brown,Brown,14.666666666666666,6,5000,SEA@ARI,ARI,SEA,IR,Foot,,,,WR/FLEX
82608-69295,WR,Byron,Byron Pringle,Pringle,2.1500000953674316,2,5000,MIA@CHI,CHI,MIA,IR,Calf,,,,WR/FLEX
82608-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,6.433333079020183,3,5000,GB@DET,DET,GB,IR,Ankle,,,,WR/FLEX
82608-26355,TE,Logan,Logan Thomas,Thomas,5.775000095367432,4,5000,MIN@WAS,WAS,MIN,,,,,,TE/FLEX
82608-14187,WR,A.J.,A.J. Green,Green,2.1000000635782876,6,5000,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-14257,WR,Randall,Randall Cobb,Cobb,5.783333460489909,6,5000,GB@DET,GB,DET,IR,Ankle,,,,WR/FLEX
82608-93134,RB,Deon,Deon Jackson,Jackson,6.759999847412109,5,5000,IND@NE,IND,NE,,,,,,RB/FLEX
82608-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,5.685714176722935,7,4900,MIN@WAS,MIN,WAS,IR,Ankle,,,,TE/FLEX
82608-65724,RB,JaMycal,JaMycal Hasty,Hasty,3.1000000635782876,6,4900,LV@JAC,JAC,LV,,,,,,RB/FLEX
82608-12541,D,New England,New England Patriots,Patriots,9.5,8,4900,IND@NE,NE,IND,,,,,,DEF
82608-52495,WR,Braxton,Braxton Berrios,Berrios,4.510000228881836,8,4900,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-92545,RB,Keaontay,Keaontay Ingram,Ingram,5.699999809265137,2,4900,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-56708,TE,Will,Will Dissly,Dissly,6.137499809265137,8,4900,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-53640,RB,Sony,Sony Michel,Michel,2.6999999455043246,7,4900,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-43416,WR,Trent,Trent Taylor,Taylor,-0.14285714285714285,7,4900,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-73130,RB,Chris,Chris Evans,Evans,0.6666666666666666,6,4900,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
82608-27229,RB,Ameer,Ameer Abdullah,Abdullah,1.3285714558192663,7,4900,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-89785,RB,Spencer,Spencer Brown,Brown,2.700000047683716,1,4900,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
82608-92976,WR,Tutu,Tutu Atwell,Atwell,1.7000000476837158,4,4900,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-89970,WR,Amari,Amari Rodgers,Rodgers,0.625,8,4900,GB@DET,GB,DET,,,,,,WR/FLEX
82608-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.3600000381469726,5,4900,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-104424,RB,Craig,Craig Reynolds,Reynolds,4.383333206176758,6,4900,GB@DET,DET,GB,,,,,,RB/FLEX
82608-41997,WR,River,River Cracraft,Cracraft,2.8600000381469726,5,4800,MIA@CHI,MIA,CHI,O,Illness,,,,WR/FLEX
82608-71705,TE,Noah,Noah Fant,Fant,4.324999809265137,8,4800,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
82608-29734,RB,Ty,Ty Montgomery,Montgomery,8.800000190734863,1,4800,IND@NE,NE,IND,IR,Knee,,,,RB/FLEX
82608-79979,WR,Jamal,Jamal Agnew,Agnew,4.366666793823242,6,4800,LV@JAC,JAC,LV,Q,Knee,,,,WR/FLEX
82608-89209,RB,Trestan,Trestan Ebner,Ebner,0.7333333492279053,6,4800,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
82608-79998,WR,Keelan,Keelan Cole,Cole,1.4249999523162842,4,4800,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-43334,RB,J.D.,J.D. McKissic,McKissic,5.287499904632568,8,4800,MIN@WAS,WAS,MIN,O,Neck,,,,RB/FLEX
82608-93538,WR,Dyami,Dyami Brown,Brown,8.200000127156576,3,4800,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-72182,WR,Dee,Dee Eskridge,Eskridge,1.471428598676409,7,4800,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-69276,WR,Bryan,Bryan Edwards,Edwards,0.75,4,4800,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-91872,RB,Joshua,Joshua Kelley,Kelley,5.1,5,4800,LAC@ATL,LAC,ATL,IR,Knee - mcl,,,,RB/FLEX
82608-71444,RB,Travis,Travis Homer,Homer,2.674999952316284,4,4800,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-86811,TE,Cade,Cade Otton,Otton,4.466666539510091,6,4800,LAR@TB,TB,LAR,,,,,,TE/FLEX
82608-61273,WR,Scotty,Scotty Miller,Miller,3.2,5,4800,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,2.5,4,4700,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-54472,WR,Cam,Cam Sims,Sims,1.099999984105428,6,4700,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,7.625,8,4700,LAR@TB,TB,LAR,,,,,,DEF
82608-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,4.699999809265137,4,4700,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-22898,RB,Brandon,Brandon Bolden,Bolden,4.550000190734863,4,4700,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-64905,WR,Trenton,Trenton Irwin,Irwin,3.700000047683716,1,4700,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-34295,WR,Breshad,Breshad Perriman,Perriman,3.3599998474121096,5,4700,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-60930,RB,Myles,Myles Gaskin,Gaskin,4.800000190734863,1,4700,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
82608-63050,RB,Ty,Ty Johnson,Johnson,0.5800000190734863,5,4700,BUF@NYJ,NYJ,BUF,,,,,,RB/FLEX
82608-104297,WR,Jason,Jason Moore Jr.,Moore Jr.,1,1,4700,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.3125,8,4700,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-40845,TE,Hunter,Hunter Henry,Henry,4.0625,8,4700,IND@NE,NE,IND,,,,,,TE/FLEX
82608-91047,TE,Cole,Cole Kmet,Kmet,3.612499952316284,8,4700,MIA@CHI,CHI,MIA,,,,,,TE/FLEX
82608-69558,WR,Greg,Greg Dortch,Dortch,5.525000095367432,8,4700,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-104388,WR,Tom,Tom Kennedy,Kennedy,3.1000000635782876,3,4700,GB@DET,DET,GB,,,,,,WR/FLEX
82608-27671,WR,Jake,Jake Kumerow,Kumerow,2.7999998728434243,3,4600,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-154661,WR,Michael,Michael Bandy,Bandy,2.2666667302449546,3,4600,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-152631,WR,Samori,Samori Toure,Toure,5.550000190734863,2,4600,GB@DET,GB,DET,,,,,,WR/FLEX
82608-72772,RB,Avery,Avery Williams,Williams,2.325000047683716,8,4600,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
82608-149710,WR,Mike,Mike Strachan,Strachan,1.850000023841858,4,4600,IND@NE,IND,NE,,,,,,WR/FLEX
82608-93404,RB,Zander,Zander Horvath,Horvath,2.5333333015441895,6,4600,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-63717,RB,Alec,Alec Ingold,Ingold,2.6799999237060548,5,4600,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
82608-29949,WR,Marvin,Marvin Hall,Hall,1.5,1,4600,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-90408,WR,Dax,Dax Milne,Milne,0.699999988079071,8,4600,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-89437,WR,Tim,Tim Jones,Jones,1.2333333492279053,3,4600,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-102762,RB,Kevin,Kevin Harris,Harris,0.5,1,4600,IND@NE,NE,IND,,,,,,RB/FLEX
82608-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,1,3,4600,IND@NE,NE,IND,,,,,,WR/FLEX
82608-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,3,1,4600,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-94625,WR,Jalen,Jalen Reagor,Reagor,1.4571428298950195,7,4600,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-60838,WR,Andre,Andre Baccellia,Baccellia,2.25,2,4600,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-72103,RB,Trey,Trey Ragas,Ragas,2.5,1,4600,LAR@TB,LAR,TB,Q,Undisclosed,,,,RB/FLEX
82608-92590,RB,Raheem,Raheem Blackshear,Blackshear,-0.10000000149011612,4,4600,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
82608-114100,RB,Isaiah,Isaiah Spiller,Spiller,-0.5,1,4600,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-91578,RB,Zamir,Zamir White,White,0.5249999761581421,4,4600,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-72133,WR,Antoine,Antoine Wesley,Wesley,5.588888804117839,9,4600,SEA@ARI,ARI,SEA,IR,Quadriceps,,,,WR/FLEX
82608-41426,RB,Phillip,Phillip Lindsay,Lindsay,5.800000190734863,2,4600,IND@NE,IND,NE,,,,,,RB/FLEX
82608-73247,RB,Kene,Kene Nwangwu,Nwangwu,0,5,4600,MIN@WAS,MIN,WAS,,,,,,RB/FLEX
82608-88607,WR,Braylon,Braylon Sanders,Sanders,0.699999988079071,1,4600,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
82608-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,0.25,2,4600,IND@NE,NE,IND,Q,Hamstring,,,,RB/FLEX
82608-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,6.828571319580078,7,4600,LAR@TB,TB,LAR,,,,,,RB/FLEX
82608-70383,RB,Darrynton,Darrynton Evans,Evans,2.799999952316284,1,4600,MIA@CHI,CHI,MIA,,,,,,RB/FLEX
82608-69383,WR,Dezmon,Dezmon Patmon,Patmon,3.4000000953674316,1,4600,IND@NE,IND,NE,,,,,,WR/FLEX
82608-70426,RB,Reggie,Reggie Gilliam,Gilliam,5.066666603088379,3,4600,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
82608-56142,WR,Juwann,Juwann Winfree,Winfree,0.7333333492279053,3,4600,GB@DET,GB,DET,,,,,,WR/FLEX
82608-64350,WR,Jeff,Jeff Smith,Smith,1.3199999809265137,5,4600,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-55165,RB,Justin,Justin Jackson,Jackson,1.8600000381469726,5,4600,GB@DET,DET,GB,,,,,,RB/FLEX
82608-72627,RB,Patrick,Patrick Taylor,Taylor,4.050000190734863,4,4600,GB@DET,GB,DET,,,,,,RB/FLEX
82608-92093,WR,Jaelon,Jaelon Darden,Darden,0.5428571360451835,7,4600,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,5.183333396911621,6,4600,IND@NE,IND,NE,,,,,,TE/FLEX
82608-63447,WR,Penny,Penny Hart,Hart,2,1,4600,SEA@ARI,SEA,ARI,Q,Hamstring,,,,WR/FLEX
82608-93187,RB,D'vonte,D'vonte Price,Price,,,4500,IND@NE,IND,NE,,,,,,RB/FLEX
82608-169990,WR,Cyrus,Cyrus Holder,Holder,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-169991,WR,Landon,Landon Lenoir,Lenoir,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-70663,WR,Frank,Frank Darby,Darby,0.949999988079071,2,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-169989,WR,Henry,Henry Litwin,Litwin,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-111631,WR,Jameson,Jameson Williams,Williams,,,4500,GB@DET,DET,GB,IR,Knee - acl,,,,WR/FLEX
82608-55323,RB,Jaylen,Jaylen Samuels,Samuels,1.2666666507720947,3,4500,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-56356,WR,Isaiah,Isaiah Ford,Ford,3.4099998474121094,10,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-89127,WR,Justin,Justin Hall,Hall,,,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-133163,WR,Ra'Shaun,Ra'Shaun Henry,Henry,,,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-64555,WR,Calvin,Calvin Ridley,Ridley,11.11999969482422,5,4500,LV@JAC,JAC,LV,IR,Suspension,,,,WR/FLEX
82608-79920,WR,Cyril,Cyril Grayson Jr.,Grayson Jr.,13.199999491373697,3,4500,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-63550,WR,Isaiah,Isaiah Zuber,Zuber,,,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-94277,WR,Thomas,Thomas Hennigan,Hennigan,,,4500,MIN@WAS,MIN,WAS,IR,Undisclosed,,,,WR/FLEX
82608-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,0,1,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-87112,WR,Josh,Josh Ali,Ali,,,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-71756,WR,Aaron,Aaron Fuller,Fuller,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-72780,RB,Josh,Josh Hokit,Hokit,,,4500,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
82608-68686,WR,C.J.,C.J. Saunders,Saunders,2.0999999046325684,1,4500,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-41042,WR,Marcell,Marcell Ateman,Ateman,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-87122,WR,Lynn,Lynn Bowden Jr.,Bowden Jr.,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-89172,RB,John,John Lovett,Lovett,,,4500,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
82608-57432,WR,Cameron,Cameron Batson,Batson,2.5,4,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-91225,RB,Kylin,Kylin Hill,Hill,0.42500001192092896,8,4500,GB@DET,GB,DET,,,,,,RB/FLEX
82608-65627,WR,Maurice,Maurice Alexander,Alexander,0.40000001589457196,3,4500,GB@DET,DET,GB,Q,Ankle,,,,WR/FLEX
82608-94310,WR,Malik,Malik Williams,Williams,,,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-79982,RB,Alex,Alex Armah,Armah,1.4499999682108562,6,4500,MIN@WAS,WAS,MIN,,,,,,RB/FLEX
82608-79987,WR,David,David Moore,Moore,0,2,4500,MIA@CHI,CHI,MIA,Q,Lower leg,,,,WR/FLEX
82608-63603,WR,Jared,Jared Pinkney,Pinkney,,,4500,LAR@TB,LAR,TB,,,,,,WR/FLEX
82608-64627,WR,Scotty,Scotty Washington,Washington,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-55414,WR,Cody,Cody Thompson,Thompson,,,4500,SEA@ARI,SEA,ARI,IR,Shoulder,,,,WR/FLEX
82608-84101,WR,Vyncint,Vyncint Smith,Smith,0,1,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-69769,RB,Darius,Darius Bradwell,Bradwell,0,1,4500,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
82608-71821,WR,Joe,Joe Reed,Reed,,,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-111756,WR,JaVonta,JaVonta Payton,Payton,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-83086,WR,Daurice,Daurice Fountain,Fountain,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-86173,RB,Mekhi,Mekhi Sargent,Sargent,0.2750000059604645,4,4500,LV@JAC,JAC,LV,,,,,,RB/FLEX
82608-84137,WR,Deontez,Deontez Alexander,Alexander,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-61610,RB,Jacques,Jacques Patrick,Patrick,1.2000000476837158,1,4500,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
82608-105648,RB,Tyler,Tyler Goodson,Goodson,,,4500,GB@DET,GB,DET,,,,,,RB/FLEX
82608-52409,RB,Jakob,Jakob Johnson,Johnson,0.800000011920929,2,4500,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-89272,RB,ZaQuandre,ZaQuandre White,White,,,4500,MIA@CHI,MIA,CHI,,,,,,RB/FLEX
82608-61631,WR,Bisi,Bisi Johnson,Johnson,,,4500,MIN@WAS,MIN,WAS,IR,Knee - acl,,,,WR/FLEX
82608-40148,WR,Ishmael,Ishmael Hyman,Hyman,,,4500,GB@DET,GB,DET,Q,Undisclosed,,,,WR/FLEX
82608-48344,WR,Albert,Albert Wilson,Wilson,3.55,10,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-130265,WR,John,John Hurst,Hurst,,,4500,IND@NE,IND,NE,Q,Ankle,,,,WR/FLEX
82608-57565,RB,Austin,Austin Walter,Walter,4.5,4,4500,LV@JAC,LV,JAC,,,,,,RB/FLEX
82608-95455,WR,D.J.,D.J. Montgomery,Montgomery,5.099999904632568,1,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-130275,WR,Kristian,Kristian Wilkerson,Wilkerson,18.200000762939453,1,4500,IND@NE,NE,IND,IR,Concussion,,,,WR/FLEX
82608-130274,WR,Isaiah,Isaiah Coulter,Coulter,0,1,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-69860,RB,Trayveon,Trayveon Williams,Williams,3,2,4500,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
82608-130279,WR,Matt,Matt Cole,Cole,,,4500,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-170219,WR,Kevin,Kevin Kassis,Kassis,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-28907,WR,Alex,Alex Erickson,Erickson,0.5833333333333334,12,4500,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-25837,RB,Duke,Duke Johnson,Johnson,11.419999694824218,5,4500,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
82608-70892,RB,A.J.,A.J. Rose Jr.,Rose Jr.,,,4500,LAR@TB,LAR,TB,,,,,,RB/FLEX
82608-11504,WR,Andre,Andre Roberts,Roberts,0,1,4500,CAR@CIN,CAR,CIN,IR,Knee - pcl,,,,WR/FLEX
82608-94453,RB,Darwin,Darwin Thompson,Thompson,,,4500,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-45307,WR,Rodney,Rodney Adams,Adams,0,1,4500,BUF@NYJ,NYJ,BUF,IR,Illness,,,,WR/FLEX
82608-12540,D,Minnesota,Minnesota Vikings,Vikings,7.714285714285714,7,4500,MIN@WAS,MIN,WAS,,,,,,DEF
82608-71935,WR,Kendric,Kendric Pryor,Pryor,,,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-130309,WR,J.J.,J.J. Koski,Koski,-0.6666666666666666,3,4500,LAR@TB,LAR,TB,IR,Shoulder,,,,WR/FLEX
82608-94468,WR,Savon,Savon Scarver,Scarver,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-90380,WR,Neil,Neil Pau'u,Pau'u,,,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-94481,WR,Deven,Deven Thompkins,Thompkins,,,4500,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-64786,RB,Ryquell,Ryquell Armstead,Armstead,5.550000190734863,2,4500,LV@JAC,JAC,LV,,,,,,RB/FLEX
82608-71957,WR,Quintez,Quintez Cephus,Cephus,2.5,1,4500,GB@DET,DET,GB,IR,Foot,,,,WR/FLEX
82608-130338,WR,Rysen,Rysen John,John,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-91428,WR,Tarik,Tarik Black,Black,1.5,1,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-46374,WR,Tanner,Tanner Gentry,Gentry,0,1,4500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
82608-130343,WR,Jeff,Jeff Cotton Jr.,Cotton Jr.,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-89384,WR,DeMichael,DeMichael Harris,Harris,,,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-87338,WR,Jaivon,Jaivon Heiligh,Heiligh,,,4500,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
82608-111917,WR,Keshunn,Keshunn Abram,Abram,,,4500,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
82608-130350,WR,Jaylon,Jaylon Moore,Moore,,,4500,LV@JAC,JAC,LV,,,,,,WR/FLEX
82608-57651,WR,Travis,Travis Fulgham,Fulgham,,,4500,GB@DET,GB,DET,,,,,,WR/FLEX
82608-64828,WR,Chris,Chris Finke,Finke,,,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-64835,RB,Dexter,Dexter Williams,Williams,,,4500,GB@DET,GB,DET,,,,,,RB/FLEX
82608-102729,RB,Snoop,Snoop Conner,Conner,,,4500,LV@JAC,JAC,LV,,,,,,RB/FLEX
82608-87371,RB,Ty,Ty Chandler,Chandler,,,4500,MIN@WAS,MIN,WAS,IR,Thumb,,,,RB/FLEX
82608-64843,WR,Jalen,Jalen Guyton,Guyton,3.700000047683716,2,4500,LAC@ATL,LAC,ATL,IR,Knee - acl,,,,WR/FLEX
82608-52560,WR,Geronimo,Geronimo Allison,Allison,0,1,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-103764,WR,Jared,Jared Smart,Smart,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-73046,WR,Tre,Tre Nixon,Nixon,,,4500,IND@NE,NE,IND,,,,,,WR/FLEX
82608-88430,RB,CJ,CJ Verdell,Verdell,,,4500,IND@NE,IND,NE,,,,,,RB/FLEX
82608-91504,WR,Blake,Blake Proehl,Proehl,,,4500,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-71039,WR,Kelvin,Kelvin Harmon,Harmon,,,4500,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-73088,WR,Kekoa,Kekoa Crawford,Crawford,,,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-73095,WR,Samson,Samson Nacua,Nacua,,,4500,IND@NE,IND,NE,,,,,,WR/FLEX
82608-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,1.149999976158142,4,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-56716,WR,Brayden,Brayden Lenius,Lenius,,,4500,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
82608-47501,WR,Marken,Marken Michel,Michel,,,4500,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
82608-72091,RB,Raymond,Raymond Calais,Calais,,,4500,LAR@TB,LAR,TB,,,,,,RB/FLEX
82608-93594,RB,Leddie,Leddie Brown,Brown,,,4500,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
82608-64926,WR,Michael,Michael Jacquet III,Jacquet III,,,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-47523,WR,Tajae,Tajae Sharpe,Sharpe,2.5357142857142856,14,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-111012,WR,Kaylon,Kaylon Geiger Sr.,Geiger Sr.,,,4500,LAR@TB,TB,LAR,,,,,,WR/FLEX
82608-87469,TE,Jelani,Jelani Woods,Woods,5.740000152587891,5,4500,IND@NE,IND,NE,,,,,,TE/FLEX
82608-60849,WR,Blake,Blake Lynch,Lynch,,,4500,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
82608-40371,TE,Johnny,Johnny Mundt,Mundt,2.8000000544956754,7,4500,MIN@WAS,MIN,WAS,,,,,,TE/FLEX
82608-72122,WR,Jake,Jake Herslow,Herslow,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-92606,WR,Bo,Bo Melton,Melton,,,4500,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
82608-55750,WR,Chris,Chris Lacy,Lacy,,,4500,LV@JAC,LV,JAC,,,,,,WR/FLEX
82608-86472,WR,John,John Hightower,Hightower,0,1,4500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
82608-96714,WR,Travis,Travis Toivonen,Toivonen,,,4500,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
82608-88525,WR,Kawaan,Kawaan Baker,Baker,,,4500,GB@DET,GB,DET,,,,,,WR/FLEX
82608-69068,RB,Jonathan,Jonathan Ward,Ward,1.3666666348775227,6,4500,SEA@ARI,ARI,SEA,IR,Hamstring,,,,RB/FLEX
82608-31184,RB,Jonathan,Jonathan Williams,Williams,1.8000000317891438,3,4500,MIN@WAS,WAS,MIN,,,,,,RB/FLEX
82608-103896,WR,Nsimba,Nsimba Webster,Webster,0,3,4500,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
82608-14820,RB,Nick,Nick Bellore,Bellore,0.8999999761581421,1,4500,SEA@ARI,SEA,ARI,,,,,,RB/FLEX
82608-72174,WR,Andrew,Andrew Parchment,Parchment,,,4500,CAR@CIN,CAR,CIN,Q,Undisclosed,,,,WR/FLEX
82608-57840,RB,Rashaad,Rashaad Penny,Penny,10.04000015258789,5,4500,SEA@ARI,SEA,ARI,IR,Ankle,,,,RB/FLEX
82608-113138,WR,Talolo,Talolo Limu-Jones,Limu-Jones,,,4500,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-62967,WR,Preston,Preston Williams,Williams,1.8000000317891438,6,4500,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-103930,WR,Derek,Derek Wright,Wright,,,4500,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
82608-54782,TE,Cameron,Cameron Brate,Brate,3.5799999237060547,5,4500,LAR@TB,TB,LAR,O,Neck,,,,TE/FLEX
